,image_id,luminance,scores_rgb
0,55158.png,94.81727600097656,67.48184204101562
1,32439.png,96.7790870666504,112.32152557373048
2,24503.png,114.41381645202635,114.58903503417967
3,05077.png,26.675752639770508,78.69013214111328
4,31911.png,82.77415180206299,134.51394653320312
5,31693.png,66.45386028289795,112.30848693847656
6,44432.png,77.38658905029297,103.94107818603516
7,50389.png,52.81416130065918,104.2275619506836
8,52687.png,90.98580360412598,97.05097198486328
9,53801.png,91.80744743347168,114.38306427001952
10,25535.png,85.88892078399658,88.47611999511719
11,40641.png,79.04813385009766,126.95233917236328
12,03701.png,76.29909324645996,81.7760238647461
13,27772.png,127.81560802459715,121.17696380615234
14,64053.png,114.60067367553712,130.43850708007812
15,01338.png,32.275031089782715,39.95690536499024
16,25854.png,92.64781379699708,111.7743148803711
17,26104.png,67.1349287033081,98.2545928955078
18,39974.png,109.92121124267578,84.63227081298828
19,34208.png,66.24273109436035,111.83661651611328
20,27813.png,94.48542881011964,97.10191345214844
21,09062.png,104.29411315917967,91.0564193725586
22,41615.png,134.0302381515503,140.75270080566406
23,55132.png,94.12529277801514,127.13089752197266
24,23305.png,88.69607448577881,128.7003631591797
25,37754.png,102.54010677337646,99.84700775146484
26,06979.png,118.29423713684082,132.9024658203125
27,49449.png,69.19054508209229,117.64331817626952
28,53257.png,133.75339031219482,112.25765991210938
29,32702.png,129.29523849487305,126.72184753417967
30,51841.png,68.59143733978271,80.63980865478516
31,09380.png,115.8471040725708,121.95392608642578
32,03869.png,70.40506267547607,77.5013198852539
33,22431.png,103.0734052658081,110.05074310302734
34,49737.png,81.2774600982666,110.26934051513672
35,12408.png,96.53933906555176,93.01896667480467
36,33056.png,85.55340576171875,66.39187622070312
37,05967.png,112.6223201751709,123.9485092163086
38,47000.png,94.61726474761964,113.5976104736328
39,25953.png,144.89176559448242,118.6006851196289
40,31039.png,90.8116807937622,75.71759033203125
41,07890.png,100.7828722000122,103.6732177734375
42,37214.png,138.7776107788086,101.62555694580078
43,61763.png,103.62367534637453,99.7974853515625
44,63725.png,110.1494083404541,45.51237869262695
45,58357.png,86.14278221130371,113.13184356689452
46,30684.png,86.00532341003418,108.38845825195312
47,55108.png,91.83403205871582,157.9097137451172
48,36673.png,92.37995433807372,80.6848373413086
49,21466.png,75.46896457672119,98.26786041259766
50,39184.png,101.6177339553833,93.5851593017578
51,07180.png,120.6411247253418,128.3588104248047
52,54384.png,126.65328311920166,139.951416015625
53,47390.png,135.7060079574585,131.59478759765625
54,57919.png,71.35155391693115,100.65162658691406
55,33976.png,58.912872314453125,74.49115753173828
56,59151.png,97.95124912261964,90.0758285522461
57,56545.png,174.86128520965576,122.46515655517578
58,41824.png,128.67238330841064,171.65711975097656
59,66853.png,96.99318981170654,103.55223846435548
60,60084.png,73.46694469451904,65.45751190185547
61,15387.png,113.49850177764893,66.92577362060547
62,37895.png,149.56747722625732,119.20484924316406
63,38753.png,51.02024364471436,103.08402252197266
64,21645.png,118.99248218536376,113.47381591796876
65,49678.png,112.00880432128906,137.91062927246094
66,41361.png,81.1979284286499,121.76151275634766
67,08943.png,69.91996192932129,148.1511993408203
68,08975.png,95.9062147140503,118.1485366821289
69,46437.png,31.05587100982666,25.113021850585938
70,15423.png,72.86044502258301,71.9946517944336
71,10230.png,123.62288093566896,111.33683776855467
72,23007.png,115.36594772338869,108.23249053955078
73,56322.png,103.76518821716309,36.61000442504883
74,19699.png,112.89069271087646,113.66832733154295
75,35157.png,79.70696067810059,111.00724029541016
76,28001.png,82.5104398727417,133.96145629882812
77,19985.png,104.1605577468872,126.90858459472656
78,11247.png,87.88949680328369,104.76354217529295
79,67566.png,76.02603340148926,116.17000579833984
80,05726.png,54.17741394042969,130.7913818359375
81,49005.png,83.26429557800293,107.6385726928711
82,66965.png,132.76037216186523,103.3258819580078
83,03625.png,105.79671478271484,104.79791259765624
84,07111.png,88.0255937576294,110.76070404052734
85,60391.png,129.71664810180664,130.12245178222656
86,15055.png,71.79731941223145,102.8180923461914
87,42702.png,75.47117710113525,119.2414321899414
88,11215.png,94.91331672668456,105.4874496459961
89,65114.png,113.7745876312256,124.0695571899414
90,25697.png,116.73529815673828,141.75184631347656
91,12643.png,77.02762699127197,120.24610900878906
92,68070.png,58.22527503967285,154.27737426757812
93,14417.png,135.5641746520996,111.20832061767578
94,61797.png,66.61087799072266,68.39458465576172
95,61461.png,66.74095344543457,113.53472137451172
96,59906.png,81.34120178222656,77.63008880615234
97,35175.png,58.453803062438965,143.1238555908203
98,47399.png,53.58248233795166,120.03093719482422
99,02819.png,110.60173892974854,145.04368591308594
100,47136.png,102.42642498016356,128.56069946289062
101,38198.png,83.0927848815918,114.50733184814452
102,62039.png,77.81934356689453,127.78114318847656
103,42016.png,107.89909839630128,114.1147918701172
104,53670.png,89.66755676269531,92.3767318725586
105,53595.png,90.27903079986572,111.01515197753906
106,16592.png,59.62137222290039,118.31920623779295
107,47011.png,73.97628498077393,117.3048324584961
108,24991.png,106.30622673034668,140.7342071533203
109,43344.png,75.73731803894043,99.56462097167967
110,40391.png,94.57378005981444,117.4961166381836
111,05970.png,112.52234935760498,158.76519775390625
112,45261.png,84.90563297271729,121.33553314208984
113,23572.png,134.11884212493896,91.99475860595705
114,47194.png,124.10747718811037,87.84107208251953
115,53411.png,100.08333683013916,129.5721435546875
116,29800.png,111.65340614318848,166.5294189453125
117,58742.png,89.10421562194824,23.81151962280273
118,20885.png,76.4167013168335,77.57908630371094
119,52067.png,146.1208152770996,126.34944152832033
120,42081.png,96.15436458587646,73.28976440429688
121,47883.png,91.27650356292725,115.28816223144533
122,41838.png,108.19866180419922,180.52528381347656
123,55837.png,122.35766506195068,74.31094360351562
124,51571.png,115.29891109466551,110.09483337402344
125,64480.png,69.16261196136475,70.66883087158203
126,48023.png,95.96663284301758,100.53116607666016
127,23720.png,99.21179294586182,127.41735076904295
128,35018.png,100.77830028533936,122.71932220458984
129,67405.png,96.98839950561523,110.32804107666016
130,58253.png,97.7335958480835,105.3086395263672
131,00244.png,121.70958423614502,138.68063354492188
132,08193.png,97.768141746521,102.00977325439452
133,00239.png,68.51838111877441,116.06625366210938
134,57782.png,155.0426025390625,119.21212005615234
135,29291.png,101.14704132080078,146.91273498535156
136,42546.png,94.72227573394775,121.67452239990234
137,22084.png,78.8226203918457,112.0225601196289
138,07163.png,66.62537956237793,120.99224090576172
139,26982.png,83.57991886138916,119.3297348022461
140,33231.png,74.10257053375244,117.16898345947266
141,35835.png,76.9915885925293,107.6893539428711
142,25292.png,109.49045753479004,95.30303192138672
