,image_id,scores,luminance
0,55158.png,80.2772216796875,94.81727600097656
1,32439.png,80.5215072631836,96.77908706665039
2,24503.png,81.32202911376953,114.41381645202637
3,05077.png,84.85945892333984,26.675752639770508
4,31911.png,85.40776824951172,82.77415180206299
5,31693.png,86.14830780029297,66.45386028289795
6,44432.png,86.93429565429688,77.38658905029297
7,50389.png,87.23920440673828,52.81416130065918
8,52687.png,88.7645034790039,90.98580360412598
9,53801.png,88.81021881103516,91.80744743347168
10,25535.png,89.0818099975586,85.88892078399658
11,40641.png,89.09605407714844,79.04813385009766
12,03701.png,89.2781753540039,76.29909324645996
13,27772.png,89.9344711303711,127.81560802459717
14,64053.png,90.39897918701172,114.60067367553711
15,01338.png,90.60176849365234,32.275031089782715
16,25854.png,90.60481262207031,92.64781379699707
17,26104.png,90.88162994384766,67.1349287033081
18,39974.png,90.8962631225586,109.92121124267578
19,34208.png,90.89666748046875,66.24273109436035
20,27813.png,91.27509307861328,94.48542881011963
21,09062.png,91.28360748291016,104.29411315917969
22,41615.png,91.33917999267578,134.0302381515503
23,55132.png,91.51873779296875,94.12529277801514
24,23305.png,91.54449462890625,88.69607448577881
25,37754.png,91.62803649902344,102.54010677337646
26,06979.png,92.11577606201172,118.29423713684082
27,49449.png,92.3900146484375,69.19054508209229
28,53257.png,92.59212493896484,133.75339031219482
29,32702.png,92.86233520507812,129.29523849487305
30,51841.png,93.1678695678711,68.59143733978271
31,09380.png,93.927490234375,115.8471040725708
32,03869.png,94.43798065185547,70.40506267547607
33,22431.png,94.50293731689453,103.0734052658081
34,49737.png,94.65726470947266,81.2774600982666
35,12408.png,94.84964752197266,96.53933906555176
36,33056.png,95.36275482177734,85.55340576171875
37,05967.png,95.40103912353516,112.6223201751709
38,47000.png,95.40624237060547,94.61726474761963
39,25953.png,95.41394805908203,144.89176559448242
40,31039.png,95.8118896484375,90.8116807937622
41,07890.png,95.8750228881836,100.7828722000122
42,37214.png,95.93445587158203,138.7776107788086
43,61763.png,95.9493179321289,103.62367534637451
44,63725.png,96.03166198730469,110.1494083404541
45,58357.png,96.20598602294922,86.14278221130371
46,30684.png,96.2079849243164,86.00532341003418
47,55108.png,96.23877716064453,91.83403205871582
48,36673.png,96.50853729248047,92.37995433807373
49,21466.png,96.80335235595703,75.46896457672119
50,39184.png,96.91132354736328,101.6177339553833
51,07180.png,96.93814086914062,120.6411247253418
52,54384.png,96.94448852539062,126.65328311920166
53,47390.png,97.18672943115234,135.7060079574585
54,57919.png,97.19353485107422,71.35155391693115
55,33976.png,97.24573516845703,58.912872314453125
56,59151.png,97.25469207763672,97.95124912261963
57,56545.png,97.27055358886719,174.86128520965576
58,41824.png,97.5910873413086,128.67238330841064
59,66853.png,97.64412689208984,96.99318981170654
60,60084.png,97.72095489501953,73.46694469451904
61,15387.png,97.87537384033203,113.49850177764893
62,37895.png,97.88306427001953,149.56747722625732
63,38753.png,97.9393539428711,51.020243644714355
64,21645.png,98.07583618164062,118.99248218536377
65,49678.png,98.17145538330078,112.00880432128906
66,41361.png,98.37688446044922,81.1979284286499
67,08943.png,98.45812225341797,69.91996192932129
68,08975.png,98.46105194091797,95.9062147140503
69,46437.png,98.49739837646484,31.05587100982666
70,15423.png,98.57877349853516,72.86044502258301
71,10230.png,98.66044616699219,123.62288093566895
72,23007.png,98.74401092529297,115.36594772338867
73,56322.png,98.75456237792969,103.76518821716309
74,19699.png,98.9839859008789,112.89069271087646
75,35157.png,99.15440368652344,79.70696067810059
76,28001.png,99.1842269897461,82.5104398727417
77,19985.png,99.19371032714844,104.1605577468872
78,11247.png,99.21355438232422,87.88949680328369
79,67566.png,99.24761199951172,76.02603340148926
80,05726.png,99.27008819580078,54.17741394042969
81,49005.png,99.76811981201172,83.26429557800293
82,66965.png,99.90054321289062,132.76037216186523
83,03625.png,99.9046401977539,105.79671478271484
84,07111.png,99.96549987792969,88.0255937576294
85,60391.png,100.03792572021484,129.71664810180664
86,15055.png,100.06867218017578,71.79731941223145
87,42702.png,100.1063003540039,75.47117710113525
88,11215.png,100.1067886352539,94.91331672668457
89,65114.png,100.15972137451172,113.77458763122559
90,25697.png,100.2062759399414,116.73529815673828
91,12643.png,100.213134765625,77.02762699127197
92,68070.png,100.23789978027344,58.22527503967285
93,14417.png,100.26510620117188,135.5641746520996
94,61797.png,100.31525421142578,66.61087799072266
95,61461.png,100.6121826171875,66.74095344543457
96,59906.png,100.6130599975586,81.34120178222656
97,35175.png,100.67987823486328,58.453803062438965
98,47399.png,100.76002502441406,53.58248233795166
99,02819.png,100.85652160644531,110.60173892974854
100,47136.png,101.12488555908203,102.42642498016357
101,38198.png,101.135498046875,83.0927848815918
